ISO3,cohortYear,vaccine,coverage
AGO,1995,BCG,51
AGO,1995,DTP3,14.4
AGO,1995,DTP3,23.9
AGO,1995,MCV1,14.6
AGO,1995,MCV1,45.5
AGO,1995,Pol3,14.1
AGO,1995,Pol3,27.5
AGO,1995,TT2+,49.2
AGO,1995,YFV,6.5
AGO,1995,YFV,21.1
AGO,2000,BCG,32.6
AGO,2000,BCG,63
AGO,2000,BCG,68.8
AGO,2000,BCG,36.2
AGO,2000,DTP1,29.1
AGO,2000,DTP1,49.8
AGO,2000,DTP1,55.8
AGO,2000,DTP1,26.7
AGO,2000,DTP3,23.1
AGO,2000,DTP3,27.6
AGO,2000,DTP3,33.9
AGO,2000,DTP3,10.9
AGO,2000,FULL,20.4
AGO,2000,FULL,17.7
AGO,2000,FULL,26.7
AGO,2000,FULL,6.3
AGO,2000,MCV1,24.9
AGO,2000,MCV1,42.4
AGO,2000,MCV1,53.4
AGO,2000,MCV1,28.5
AGO,2000,Pol1,30.1
AGO,2000,Pol1,73.7
AGO,2000,Pol1,82.4
AGO,2000,Pol1,52.3
AGO,2000,Pol3,23.7
AGO,2000,Pol3,51.4
AGO,2000,Pol3,63.2
AGO,2000,Pol3,39.5
AGO,2000,TT2+,62.1
AGO,2012,BCG,32
AGO,2012,BCG,88
AGO,2012,DTP1,30
AGO,2012,DTP1,83
AGO,2012,DTP3,27
AGO,2012,DTP3,48
AGO,2012,HepB1,30
AGO,2012,HepB1,83
AGO,2012,HepB3,27
AGO,2012,HepB3,48
AGO,2012,Hib1,30
AGO,2012,Hib1,83
AGO,2012,Hib3,27
AGO,2012,Hib3,48
AGO,2012,MCV1,26
AGO,2012,MCV1,72
AGO,2012,Pol1,30
AGO,2012,Pol1,83
AGO,2012,Pol3,27
AGO,2012,Pol3,42
AGO,2012,YFV,22
AGO,2012,YFV,64
AGO,2013,BCG,65.9
AGO,2013,BCG,31.1
AGO,2013,BCG,70.6
AGO,2013,BCG,39.5
AGO,2013,DTP1,62.1
AGO,2013,DTP1,32.2
AGO,2013,DTP1,66.7
AGO,2013,DTP1,34.5
AGO,2013,DTP2,43.8
AGO,2013,DTP2,29.4
AGO,2013,DTP2,46.3
AGO,2013,DTP2,16.9
AGO,2013,DTP3,31.9
AGO,2013,DTP3,25.5
AGO,2013,DTP3,34.9
AGO,2013,DTP3,9.3
AGO,2013,FULL,22.4
AGO,2013,FULL,21.5
AGO,2013,FULL,26.1
AGO,2013,FULL,4.6
AGO,2013,FULL <1 year,7
AGO,2013,FULL <1 year,7.4
AGO,2013,FULL <1 year,8.5
AGO,2013,FULL <1 year,1
AGO,2013,HepB1,62.1
AGO,2013,HepB1,32.2
AGO,2013,HepB1,66.7
AGO,2013,HepB1,34.5
AGO,2013,HepB3,31.9
AGO,2013,HepB3,25.5
AGO,2013,HepB3,34.9
AGO,2013,HepB3,9.3
AGO,2013,Hib1,62.1
AGO,2013,Hib1,32.2
AGO,2013,Hib1,66.7
AGO,2013,Hib1,34.5
AGO,2013,Hib3,31.9
AGO,2013,Hib3,25.5
AGO,2013,Hib3,34.9
AGO,2013,Hib3,9.3
AGO,2013,MCV1,49.1
AGO,2013,MCV1,25.6
AGO,2013,MCV1,58.7
AGO,2013,MCV1,33.1
AGO,2013,PCV1,51
AGO,2013,PCV1,26.6
AGO,2013,PCV1,55.4
AGO,2013,PCV1,28.8
AGO,2013,PCV2,34
AGO,2013,PCV2,23.1
AGO,2013,PCV2,36.3
AGO,2013,PCV2,13.2
AGO,2013,PCV3,22.5
AGO,2013,PCV3,18.7
AGO,2013,PCV3,25
AGO,2013,PCV3,6.3
AGO,2013,Pol1,56.7
AGO,2013,Pol1,32.5
AGO,2013,Pol1,61.3
AGO,2013,Pol1,28.8
AGO,2013,Pol2,48.1
AGO,2013,Pol2,29.5
AGO,2013,Pol2,51.2
AGO,2013,Pol2,21.7
AGO,2013,Pol3,33.5
AGO,2013,Pol3,25.2
AGO,2013,Pol3,37
AGO,2013,Pol3,11.8
AGO,2013,Rota1,39.2
AGO,2013,Rota1,16.6
AGO,2013,Rota1,44.6
AGO,2013,Rota1,28
AGO,2014,BCG,70.4
AGO,2014,BCG,42.1
AGO,2014,BCG,71.9
AGO,2014,BCG,29.9
AGO,2014,DTP1,67.1
AGO,2014,DTP1,42.9
AGO,2014,DTP1,68.8
AGO,2014,DTP1,25.9
AGO,2014,DTP2,49.7
AGO,2014,DTP2,38.2
AGO,2014,DTP2,51.6
AGO,2014,DTP2,13.4
AGO,2014,DTP3,38.1
AGO,2014,DTP3,33.8
AGO,2014,DTP3,39.6
AGO,2014,DTP3,5.8
AGO,2014,FULL,28.2
AGO,2014,FULL,28.2
AGO,2014,FULL,30.6
AGO,2014,FULL,2.4
AGO,2014,FULL <1 year,12.5
AGO,2014,FULL <1 year,11.3
AGO,2014,FULL <1 year,12.6
AGO,2014,FULL <1 year,1.3
AGO,2014,HepB1,67.1
AGO,2014,HepB1,42.9
AGO,2014,HepB1,68.8
AGO,2014,HepB1,25.9
AGO,2014,HepB3,38.1
AGO,2014,HepB3,33.8
AGO,2014,HepB3,39.6
AGO,2014,HepB3,5.8
AGO,2014,Hib1,67.1
AGO,2014,Hib1,42.9
AGO,2014,Hib1,68.8
AGO,2014,Hib1,25.9
AGO,2014,Hib3,38.1
AGO,2014,Hib3,33.8
AGO,2014,Hib3,39.6
AGO,2014,Hib3,5.8
AGO,2014,MCV1,51.2
AGO,2014,MCV1,31.9
AGO,2014,MCV1,56.1
AGO,2014,MCV1,24.2
AGO,2014,MCV2,25.2
AGO,2014,MCV2,14.9
AGO,2014,MCV2,26.4
AGO,2014,MCV2,11.5
AGO,2014,PAB,66.2
AGO,2014,PCV1,60.6
AGO,2014,PCV1,39.8
AGO,2014,PCV1,62
AGO,2014,PCV1,22.2
AGO,2014,PCV2,41.8
AGO,2014,PCV2,34
AGO,2014,PCV2,43.7
AGO,2014,PCV2,9.7
AGO,2014,PCV3,31
AGO,2014,PCV3,28.2
AGO,2014,PCV3,32.5
AGO,2014,PCV3,4.3
AGO,2014,Pol1,65.8
AGO,2014,Pol1,43.4
AGO,2014,Pol1,67.6
AGO,2014,Pol1,24.2
AGO,2014,Pol2,53.3
AGO,2014,Pol2,38.8
AGO,2014,Pol2,55.5
AGO,2014,Pol2,16.7
AGO,2014,Pol3,39.9
AGO,2014,Pol3,34.6
AGO,2014,Pol3,41.8
AGO,2014,Pol3,7.2
AGO,2014,Rota1,50.6
AGO,2014,Rota1,30.9
AGO,2014,Rota1,52.5
AGO,2014,Rota1,21.5
AGO,2014,RotaC,34.3
AGO,2014,RotaC,24.8
AGO,2014,RotaC,34.9
AGO,2014,RotaC,10.1
AGO,2014,TT2+,56
AGO,2014,YFV,48.5
ALB,1998,BCG,93
ALB,1998,BCG,95
ALB,1998,DTP3,98
ALB,1998,DTP3,99
ALB,1998,FULL,88
ALB,1998,FULL,87
ALB,1998,HepB3,94
ALB,1998,MCV1,92
ALB,1998,Pol3,98
ALB,1998,Pol3,99
ALB,1999,BCG,98.9
ALB,1999,BCG,41.2
ALB,1999,BCG,79.6
ALB,1999,BCG,38.4
ALB,1999,DTP1,96.2
ALB,1999,DTP1,41.7
ALB,1999,DTP1,70.7
ALB,1999,DTP1,29
ALB,1999,DTP3,94.4
ALB,1999,DTP3,39.2
ALB,1999,DTP3,51.7
ALB,1999,DTP3,12.5
ALB,1999,FULL,35.5
ALB,1999,FULL,13.6
ALB,1999,FULL,17.1
ALB,1999,FULL,3.5
ALB,1999,MCV1,71.7
ALB,1999,MCV1,32.3
ALB,1999,MCV1,61
ALB,1999,MCV1,28.7
ALB,1999,Pol1,99
ALB,1999,Pol1,22.6
ALB,1999,Pol1,57.3
ALB,1999,Pol1,34.7
ALB,1999,Pol3,100
ALB,1999,Pol3,18.4
ALB,1999,Pol3,28.7
ALB,1999,Pol3,10.3
ALB,1999,TT1,30.4
ALB,2008,BCG,96.8
ALB,2008,BCG,93.8
ALB,2008,BCG,97.9
ALB,2008,BCG,26.9
ALB,2008,DTP1,99.1
ALB,2008,DTP1,95.8
ALB,2008,DTP1,99.5
ALB,2008,DTP1,29.4
ALB,2008,DTP3,97.2
ALB,2008,DTP3,95.8
ALB,2008,DTP3,97.6
ALB,2008,DTP3,19.1
ALB,2008,FULL,93.5
ALB,2008,FULL,91.4
ALB,2008,FULL,95.1
ALB,2008,FULL,16.8
ALB,2008,HepB1,98.1
ALB,2008,HepB1,95.8
ALB,2008,HepB1,98.6
ALB,2008,HepB1,25.9
ALB,2008,HepB3,97.2
ALB,2008,HepB3,95.8
ALB,2008,HepB3,97.6
ALB,2008,HepB3,18.4
ALB,2008,MCV1,95.7
ALB,2008,MCV1,93.6
ALB,2008,MCV1,96.7
ALB,2008,MCV1,24.3
ALB,2008,PAB,67.5
ALB,2008,Pol1,98.1
ALB,2008,Pol1,95.8
ALB,2008,Pol1,98.6
ALB,2008,Pol1,28.3
ALB,2008,Pol3,97.1
ALB,2008,Pol3,95.7
ALB,2008,Pol3,98
ALB,2008,Pol3,19.9
ALB,2008,TT2+,63.1
ARE,1985,BCG,59
ARE,1985,DTP1,86
ARE,1985,DTP3,75
ARE,1985,FULL,59
ARE,1985,MCV1,60
ARE,1985,Pol1,84
ARE,1985,Pol3,74
ARE,1989,BCG,96
ARE,1989,DTP1,93
ARE,1989,DTP3,85
ARE,1989,MCV1,82
ARE,1989,Pol1,93
ARE,1989,Pol3,85
ARE,1990,BCG,70
ARE,1990,DTP1,98
ARE,1990,DTP3,77
ARE,1990,FULL,42
ARE,1990,MCV1,67
ARE,1990,Pol1,97
ARE,1990,Pol3,76
ARE,1994,BCG,97.1
ARE,1994,DTP1,92.5
ARE,1994,DTP3,85.2
ARE,1994,FULL,71.1
ARE,1994,HepB1,90.7
ARE,1994,HepB3,76
ARE,1994,MCV1,83.2
ARE,1994,Pol1,96.2
ARE,1994,Pol3,85.9
ARG,2011,TT2+,43.3
ARM,1998,BCG,95.7
ARM,1998,DTP3,97.7
ARM,1998,MCV1,87.2
ARM,1998,Pol3,99.4
ARM,1999,BCG,89.2
ARM,1999,DTP1,91.8
ARM,1999,DTP3,88.4
ARM,1999,FULL,70.4
ARM,1999,MCV1,73.2
ARM,1999,Pol1,92.6
ARM,1999,Pol3,90.7
ARM,2004,BCG,97.9
ARM,2004,BCG,90.4
ARM,2004,BCG,98.1
ARM,2004,BCG,7.7
ARM,2004,DTP1,86.7
ARM,2004,DTP1,87.4
ARM,2004,DTP1,94.5
ARM,2004,DTP1,7.1
ARM,2004,DTP3,44.8
ARM,2004,DTP3,68.2
ARM,2004,DTP3,71.4
ARM,2004,DTP3,3.2
ARM,2004,FULL,1.8
ARM,2004,FULL,59.4
ARM,2004,FULL,59.7
ARM,2004,FULL,0.3
ARM,2004,HepB1,97.3
ARM,2004,HepB1,90.3
ARM,2004,HepB1,97.5
ARM,2004,HepB1,7.1
ARM,2004,HepB3,66.5
ARM,2004,HepB3,71.9
ARM,2004,HepB3,75.4
ARM,2004,HepB3,3.5
ARM,2004,MCV1,2.9
ARM,2004,MCV1,69.2
ARM,2004,MCV1,72.3
ARM,2004,MCV1,3.1
ARM,2004,Pol1,92.8
ARM,2004,Pol1,89.9
ARM,2004,Pol1,97.5
ARM,2004,Pol1,7.5
ARM,2004,Pol3,41.6
ARM,2004,Pol3,72.5
ARM,2004,Pol3,76.9
ARM,2004,Pol3,4.3
ARM,2009,BCG,99.5
ARM,2009,BCG,92.3
ARM,2009,BCG,99.5
ARM,2009,BCG,7.3
ARM,2009,DTP1,98.4
ARM,2009,DTP1,91.8
ARM,2009,DTP1,98.9
ARM,2009,DTP1,7.1
ARM,2009,DTP3,91.8
ARM,2009,DTP3,90.3
ARM,2009,DTP3,95
ARM,2009,DTP3,4.6
ARM,2009,FULL,87.1
ARM,2009,FULL,86.8
ARM,2009,FULL,91.5
ARM,2009,FULL,4.6
ARM,2009,HepB1,98.3
ARM,2009,HepB1,91.6
ARM,2009,HepB1,98.3
ARM,2009,HepB1,6.6
ARM,2009,HepB3,87.9
ARM,2009,HepB3,85.3
ARM,2009,HepB3,89.5
ARM,2009,HepB3,4.2
ARM,2009,MCV1,92.6
ARM,2009,MCV1,88.3
ARM,2009,MCV1,95.4
ARM,2009,MCV1,7.1
ARM,2009,Pol1,98.9
ARM,2009,Pol1,92.1
ARM,2009,Pol1,99.4
ARM,2009,Pol1,7.3
ARM,2009,Pol3,93.3
ARM,2009,Pol3,90.3
ARM,2009,Pol3,95.3
ARM,2009,Pol3,5
ARM,2013,BCG,99.2
ARM,2013,BCG,92.4
ARM,2013,BCG,99.2
ARM,2013,BCG,6.8
ARM,2013,DTP1,94.5
ARM,2013,DTP1,91.1
ARM,2013,DTP1,96.4
ARM,2013,DTP1,5.4
ARM,2013,DTP2,92.8
ARM,2013,DTP2,89.9
ARM,2013,DTP2,94.6
ARM,2013,DTP2,4.8
ARM,2013,DTP3,87.4
ARM,2013,DTP3,88.3
ARM,2013,DTP3,92.6
ARM,2013,DTP3,4.3
ARM,2013,FULL,83.6
ARM,2013,FULL,85.8
ARM,2013,FULL,88.9
ARM,2013,FULL,3.2
ARM,2013,FULL <1 year,67.1
ARM,2013,FULL <1 year,71.7
ARM,2013,FULL <1 year,72.6
ARM,2013,FULL <1 year,0.9
ARM,2013,HepB1,94.5
ARM,2013,HepB1,91.1
ARM,2013,HepB1,96.4
ARM,2013,HepB1,5.4
ARM,2013,HepB3,87.4
ARM,2013,HepB3,88.3
ARM,2013,HepB3,92.6
ARM,2013,HepB3,4.3
ARM,2013,HepBB,98.2
ARM,2013,HepBB,91.3
ARM,2013,HepBB,98.2
ARM,2013,HepBB,6.8
ARM,2013,Hib1,94.5
ARM,2013,Hib1,91.1
ARM,2013,Hib1,96.4
ARM,2013,Hib1,5.4
ARM,2013,Hib3,87.4
ARM,2013,Hib3,88.3
ARM,2013,Hib3,92.6
ARM,2013,Hib3,4.3
ARM,2013,MCV1,91.2
ARM,2013,MCV1,87.4
ARM,2013,MCV1,92.8
ARM,2013,MCV1,5.4
ARM,2013,PCV1,25.5
ARM,2013,PCV1,23.7
ARM,2013,PCV1,26.8
ARM,2013,PCV1,3.1
ARM,2013,PCV2,23
ARM,2013,PCV2,21.1
ARM,2013,PCV2,24.2
ARM,2013,PCV2,3.1
ARM,2013,PCV3,17.5
ARM,2013,PCV3,15.6
ARM,2013,PCV3,17.5
ARM,2013,PCV3,1.9
ARM,2013,Pol1,96.1
ARM,2013,Pol1,92.4
ARM,2013,Pol1,98.9
ARM,2013,Pol1,6.5
ARM,2013,Pol2,95
ARM,2013,Pol2,91.4
ARM,2013,Pol2,97.9
ARM,2013,Pol2,6.5
ARM,2013,Pol3,91.3
ARM,2013,Pol3,89.7
ARM,2013,Pol3,95.6
ARM,2013,Pol3,5.9
ARM,2013,RCV1,91.2
ARM,2013,RCV1,87.4
ARM,2013,RCV1,92.8
ARM,2013,RCV1,5.4
ARM,2013,Rota1,92.4
ARM,2013,Rota1,87.7
ARM,2013,Rota1,92.4
ARM,2013,Rota1,4.7
ARM,2013,RotaC,85.6
ARM,2013,RotaC,84
ARM,2013,RotaC,87.3
ARM,2013,RotaC,3.3
ARM,2014,BCG,99
ARM,2014,BCG,95.5
ARM,2014,BCG,99
ARM,2014,BCG,3.5
ARM,2014,DTP1,97.7
ARM,2014,DTP1,95
ARM,2014,DTP1,98.5
ARM,2014,DTP1,3.5
ARM,2014,DTP2,94.2
ARM,2014,DTP2,92.1
ARM,2014,DTP2,95.6
ARM,2014,DTP2,3.5
ARM,2014,DTP3,90.4
ARM,2014,DTP3,90.1
ARM,2014,DTP3,92.7
ARM,2014,DTP3,2.6
ARM,2014,FULL <1 year,84.4
ARM,2014,FULL <1 year,84.2
ARM,2014,FULL <1 year,86.4
ARM,2014,FULL <1 year,2.2
ARM,2014,HepB1,97.7
ARM,2014,HepB1,95
ARM,2014,HepB1,98.5
ARM,2014,HepB1,3.5
ARM,2014,HepB3,90.4
ARM,2014,HepB3,90.1
ARM,2014,HepB3,92.7
ARM,2014,HepB3,2.6
ARM,2014,HepBB,97.9
ARM,2014,HepBB,94.4
ARM,2014,HepBB,97.9
ARM,2014,HepBB,3.5
ARM,2014,Hib1,97.7
ARM,2014,Hib1,95
ARM,2014,Hib1,98.5
ARM,2014,Hib1,3.5
ARM,2014,Hib3,90.4
ARM,2014,Hib3,90.1
ARM,2014,Hib3,92.7
ARM,2014,Hib3,2.6
ARM,2014,PCV1,61.2
ARM,2014,PCV1,59.1
ARM,2014,PCV1,61.6
ARM,2014,PCV1,2.6
ARM,2014,PCV2,57.3
ARM,2014,PCV2,55.5
ARM,2014,PCV2,57.7
ARM,2014,PCV2,2.2
ARM,2014,PCV3,50.5
ARM,2014,PCV3,50.3
ARM,2014,PCV3,51.5
ARM,2014,PCV3,1.2
ARM,2014,Pol1,97.8
ARM,2014,Pol1,94.3
ARM,2014,Pol1,97.8
ARM,2014,Pol1,3.5
ARM,2014,Pol2,96.2
ARM,2014,Pol2,93.3
ARM,2014,Pol2,96.8
ARM,2014,Pol2,3.5
ARM,2014,Pol3,92
ARM,2014,Pol3,90.6
ARM,2014,Pol3,93.2
ARM,2014,Pol3,2.6
ARM,2014,Rota1,92.6
ARM,2014,Rota1,90
ARM,2014,Rota1,92.6
ARM,2014,Rota1,2.6
ARM,2014,RotaC,89.2
ARM,2014,RotaC,87.7
ARM,2014,RotaC,90.2
ARM,2014,RotaC,2.4
ATG,2001,BCG,40
ATG,2001,DTP3,90
ATG,2001,HepB3,90
ATG,2001,Hib3,70
ATG,2001,MCV1,96.7
ATG,2001,Pol3,93.3
ATG,2002,BCG,42.9
ATG,2002,DTP3,96.4
ATG,2002,HepB3,89.3
ATG,2002,Hib3,75
ATG,2002,MCV1,92.9
ATG,2002,Pol3,100
ATG,2003,BCG,42.4
ATG,2003,DTP3,87.9
ATG,2003,HepB3,81.8
ATG,2003,Hib3,72.7
ATG,2003,MCV1,93.9
ATG,2003,Pol3,100
ATG,2004,BCG,33.3
ATG,2004,DTP3,84.3
ATG,2004,HepB3,76.5
ATG,2004,Hib3,62.7
ATG,2004,MCV1,90.2
ATG,2004,Pol3,100
ATG,2005,BCG,37.9
ATG,2005,DTP3,96.6
ATG,2005,HepB3,58.6
ATG,2005,Hib3,48.3
ATG,2005,MCV1,89.7
ATG,2005,Pol3,100
AZE,1995,BCG,47
AZE,1995,Pol3,31
AZE,1998,BCG,94.6
AZE,1998,DTP3,94.1
AZE,1998,MCV1,88.4
AZE,1998,Pol3,97
AZE,2005,BCG,80.3
AZE,2005,BCG,67.9
AZE,2005,BCG,81.6
AZE,2005,BCG,13.7
AZE,2005,DTP1,80.5
AZE,2005,DTP1,70.8
AZE,2005,DTP1,81.3
AZE,2005,DTP1,10.5
AZE,2005,DTP3,65.2
AZE,2005,DTP3,65.9
AZE,2005,DTP3,70.7
AZE,2005,DTP3,4.8
AZE,2005,FULL,33
AZE,2005,FULL,40.8
AZE,2005,FULL,41.4
AZE,2005,FULL,0.7
AZE,2005,HepB1,71.3
AZE,2005,HepB1,64.1
AZE,2005,HepB1,71.3
AZE,2005,HepB1,7.2
AZE,2005,HepB3,44
AZE,2005,HepB3,44.4
AZE,2005,HepB3,45.7
AZE,2005,HepB3,1.3
AZE,2005,MCV1,61.1
AZE,2005,MCV1,58.2
AZE,2005,MCV1,67.3
AZE,2005,MCV1,9.1
AZE,2005,Pol1,81.3
AZE,2005,Pol1,71.4
AZE,2005,Pol1,82.1
AZE,2005,Pol1,10.7
AZE,2005,Pol3,68.2
AZE,2005,Pol3,68.1
AZE,2005,Pol3,72.4
AZE,2005,Pol3,4.3
AZE,2010,BCG,97.9
AZE,2010,DTP1,93.5
AZE,2010,DTP3,80.7
AZE,2010,FULL,74
AZE,2010,HepB1,95.3
AZE,2010,HepB3,80.2
AZE,2010,MCV1,88.6
AZE,2010,Pol1,95.2
AZE,2010,Pol3,85.2
BDI,1985,BCG,80
BDI,1985,DTP1,75
BDI,1985,DTP3,60
BDI,1985,MCV1,57
BDI,1985,Pol1,73
BDI,1985,Pol3,61
BDI,1985,TT2+,17
BDI,1983,BCG,26.7
BDI,1983,DTP1,25.7
BDI,1983,DTP3,18.4
BDI,1983,FULL,14.3
BDI,1983,MCV1,21.5
BDI,1983,Pol1,25.9
BDI,1983,Pol3,17
BDI,1984,BCG,32.2
BDI,1984,DTP1,29.5
BDI,1984,DTP3,21.8
BDI,1984,FULL,16.4
BDI,1984,MCV1,26.9
BDI,1984,Pol1,29.9
BDI,1984,Pol3,21.2
BDI,1985,BCG,48.1
BDI,1985,DTP1,48.8
BDI,1985,DTP3,38.9
BDI,1985,FULL,31.5
BDI,1985,MCV1,41.7
BDI,1985,Pol1,48.8
BDI,1985,Pol3,38.8
BDI,1986,BCG,70
BDI,1986,BCG,60.8
BDI,1986,BCG,77
BDI,1986,DTP1,61.5
BDI,1986,DTP1,76
BDI,1986,DTP3,48
BDI,1986,DTP3,45.1
BDI,1986,DTP3,55
BDI,1986,FULL,37.1
BDI,1986,FULL,44
BDI,1986,MCV1,43
BDI,1986,MCV1,47.9
BDI,1986,MCV1,59
BDI,1986,Pol1,62.4
BDI,1986,Pol1,77
BDI,1986,Pol3,51
BDI,1986,Pol3,46.9
BDI,1986,Pol3,57
BDI,1986,TT2+,45.6
BDI,1988,BCG,53
BDI,1988,BCG,54
BDI,1988,DTP1,66
BDI,1988,DTP1,68
BDI,1988,DTP3,48
BDI,1988,DTP3,51
BDI,1988,FULL,31
BDI,1988,FULL,35
BDI,1988,MCV1,39
BDI,1988,MCV1,46
BDI,1988,Pol1,63
BDI,1988,Pol1,68
BDI,1988,Pol3,45
BDI,1988,Pol3,51
BDI,1988,TT2+,23
